CaseID,ActivityID,CompleteTimestamp,Resource
Case No. 1,0,2018-05-17 04:18:29,0
Case No. 1,0,2018-05-17 04:18:29,0
Case No. 1,1,2018-05-17 04:49:36,1
Case No. 1,2,2018-05-17 05:07:57,2
Case No. 1,3,2018-05-17 05:48:38,3
Case No. 1,4,2018-05-17 06:25:10,4
Case No. 1,5,2018-05-17 06:38:55,4
Case No. 1,6,2018-05-17 06:40:48,5
Case No. 1,7,2018-05-17 06:42:58,6
Case No. 1,8,2018-05-17 07:06:48,7
Case No. 1,9,2018-05-17 07:45:12,8
Case No. 1,5,2018-05-17 08:02:18,5
Case No. 1,5,2018-05-17 08:08:31,6
Case No. 2,0,2018-05-17 04:43:39,0
Case No. 2,1,2018-05-17 05:00:55,1
Case No. 2,2,2018-05-17 05:20:27,2
Case No. 2,3,2018-05-17 05:28:43,3
Case No. 2,4,2018-05-17 05:41:59,4
Case No. 2,5,2018-05-17 05:43:08,5
Case No. 2,9,2018-05-17 05:45:12,8
Case No. 2,6,2018-05-17 06:32:07,5
Case No. 2,7,2018-05-17 06:43:53,6
Case No. 2,8,2018-05-17 06:58:04,7
Case No. 2,9,2018-05-17 07:02:45,5
Case No. 2,5,2018-05-17 07:41:52,5
Case No. 2,5,2018-05-17 07:56:47,9
Case No. 3,0,2018-05-17 08:22:01,0
Case No. 3,1,2018-05-17 08:56:39,1
Case No. 3,2,2018-05-17 08:58:23,2
Case No. 3,3,2018-05-17 09:04:27,3
Case No. 3,4,2018-05-17 09:36:57,4
Case No. 3,5,2018-05-17 09:56:28,5
Case No. 3,6,2018-05-17 10:02:15,5
Case No. 3,7,2018-05-17 10:07:26,6
Case No. 3,8,2018-05-17 10:12:33,7
Case No. 3,8,2018-05-17 10:53:01,5
Case No. 3,4,2018-05-17 11:28:46,4
Case No. 3,5,2018-05-17 11:43:18,3
Case No. 4,0,2018-05-17 08:29:41,0
Case No. 4,1,2018-05-17 08:32:03,1
Case No. 4,2,2018-05-17 08:40:36,2
Case No. 4,3,2018-05-17 09:08:10,3
Case No. 4,4,2018-05-17 09:40:25,4
Case No. 4,5,2018-05-17 09:56:25,5
Case No. 4,9,2018-05-17 10:16:33,8
Case No. 4,6,2018-05-17 10:28:54,5
Case No. 4,7,2018-05-17 10:41:23,6
Case No. 4,8,2018-05-17 10:44:57,7
Case No. 4,7,2018-05-17 10:46:23,5
Case No. 4,9,2018-05-17 11:05:33,4
Case No. 4,8,2018-05-17 12:05:24,2
Case No. 5,0,2018-05-17 12:37:31,0
Case No. 5,1,2018-05-17 13:52:53,1
Case No. 5,2,2018-05-17 13:53:33,2
Case No. 5,3,2018-05-17 14:09:04,3
Case No. 5,4,2018-05-17 14:33:04,4
Case No. 5,5,2018-05-17 14:37:12,5
Case No. 5,6,2018-05-17 14:42:46,5
Case No. 5,7,2018-05-17 14:57:07,6
Case No. 5,8,2018-05-17 15:02:23,7
Case No. 5,8,2018-05-17 15:19:57,5
Case No. 5,7,2018-05-17 15:31:09,4
Case No. 5,8,2018-05-17 15:45:11,5
Case No. 6,0,2018-05-17 04:14:04,0
Case No. 6,1,2018-05-17 05:19:24,1
