CaseID,ActivityID,CompleteTimestamp,Resource
Case No. 1,0,2018-05-18 04:25:43,0
Case No. 1,0,2018-05-18 04:25:43,0
Case No. 1,1,2018-05-18 05:17:46,0
Case No. 1,2,2018-05-18 05:32:27,0
Case No. 1,3,2018-05-18 05:33:22,0
Case No. 1,4,2018-05-18 05:41:08,0
Case No. 1,5,2018-05-18 06:04:38,0
Case No. 1,6,2018-05-18 06:12:08,1
Case No. 1,6,2018-05-18 06:26:14,2
Case No. 1,6,2018-05-18 06:29:05,3
Case No. 1,6,2018-05-18 07:39:10,3
Case No. 1,7,2018-05-18 07:42:43,0
Case No. 1,8,2018-05-18 07:45:41,0
Case No. 2,0,2018-05-18 05:08:34,0
Case No. 2,1,2018-05-18 05:45:39,0
Case No. 2,2,2018-05-18 05:51:29,0
Case No. 2,3,2018-05-18 05:59:07,0
Case No. 2,4,2018-05-18 06:16:04,0
Case No. 2,5,2018-05-18 06:18:02,0
Case No. 2,7,2018-05-18 06:36:40,3
Case No. 2,6,2018-05-18 06:40:03,2
Case No. 2,6,2018-05-18 06:48:43,3
Case No. 2,6,2018-05-18 07:24:56,3
Case No. 2,7,2018-05-18 08:01:07,0
Case No. 2,8,2018-05-18 08:02:24,0
Case No. 3,9,2018-05-18 04:43:39,0
Case No. 3,10,2018-05-18 04:45:09,0
Case No. 3,11,2018-05-18 05:48:06,0
Case No. 3,12,2018-05-18 06:10:21,0
Case No. 3,13,2018-05-18 06:39:02,0
Case No. 3,14,2018-05-18 06:46:54,0
Case No. 3,6,2018-05-18 06:50:40,1
Case No. 3,15,2018-05-18 06:56:06,3
Case No. 3,6,2018-05-18 06:57:32,3
Case No. 3,6,2018-05-18 06:57:43,0
Case No. 3,6,2018-05-18 07:14:58,0
Case No. 3,15,2018-05-18 07:56:12,0
Case No. 4,9,2018-05-18 04:25:31,0
Case No. 4,10,2018-05-18 05:17:51,0
Case No. 4,11,2018-05-18 05:47:30,0
Case No. 4,12,2018-05-18 06:15:35,0
Case No. 4,13,2018-05-18 06:19:42,0
Case No. 4,14,2018-05-18 06:20:38,0
Case No. 4,7,2018-05-18 06:34:24,3
Case No. 4,16,2018-05-18 06:47:38,2
Case No. 4,7,2018-05-18 07:39:01,0
Case No. 4,7,2018-05-18 07:41:29,0
Case No. 4,16,2018-05-18 07:53:10,0
Case No. 4,7,2018-05-18 08:02:34,0
Case No. 5,17,2018-05-18 04:08:41,0
Case No. 5,18,2018-05-18 04:31:11,0
Case No. 5,19,2018-05-18 04:53:38,0
Case No. 5,20,2018-05-18 05:26:45,0
Case No. 5,21,2018-05-18 05:31:02,0
Case No. 5,22,2018-05-18 05:32:29,0
Case No. 5,6,2018-05-18 06:15:47,1
Case No. 5,6,2018-05-18 06:43:48,3
Case No. 5,6,2018-05-18 06:55:52,3
Case No. 5,6,2018-05-18 07:18:27,0
Case No. 5,6,2018-05-18 07:50:18,0
Case No. 5,23,2018-05-18 07:51:59,0
Case No. 6,0,2018-05-18 04:17:43,0
Case No. 6,1,2018-05-18 04:39:17,0
Case No. 6,2,2018-05-18 04:44:05,0
Case No. 6,3,2018-05-18 04:53:29,0
Case No. 6,4,2018-05-18 05:28:51,0
Case No. 6,5,2018-05-18 05:29:55,0
Case No. 6,7,2018-05-18 05:43:51,4
Case No. 6,6,2018-05-18 06:35:57,2
Case No. 6,6,2018-05-18 06:42:49,3
Case No. 6,6,2018-05-18 06:43:52,3
Case No. 6,7,2018-05-18 06:46:46,0
Case No. 6,8,2018-05-18 06:50:43,0
Case No. 7,24,2018-05-18 04:17:45,0
Case No. 7,25,2018-05-18 04:19:11,0
Case No. 7,26,2018-05-18 04:20:20,0
Case No. 7,27,2018-05-18 04:23:06,0
Case No. 7,28,2018-05-18 04:57:50,0
Case No. 7,29,2018-05-18 05:56:03,0
Case No. 7,6,2018-05-18 06:09:21,1
Case No. 7,30,2018-05-18 06:21:16,3
Case No. 7,30,2018-05-18 06:31:41,3
Case No. 7,6,2018-05-18 07:06:14,0
Case No. 7,6,2018-05-18 07:31:09,0
Case No. 7,31,2018-05-18 08:00:01,0
Case No. 8,17,2018-05-18 05:02:58,0
Case No. 8,18,2018-05-18 05:43:05,0
Case No. 8,19,2018-05-18 05:50:37,0
Case No. 8,20,2018-05-18 06:04:53,0
Case No. 8,21,2018-05-18 06:09:49,0
Case No. 8,22,2018-05-18 06:15:22,0
Case No. 8,7,2018-05-18 06:16:55,3
Case No. 8,7,2018-05-18 06:55:48,3
Case No. 8,23,2018-05-18 07:07:50,3
Case No. 8,23,2018-05-18 07:30:01,0
Case No. 8,23,2018-05-18 07:43:26,0
Case No. 8,7,2018-05-18 08:03:26,0
Case No. 9,0,2018-05-18 04:53:07,0
Case No. 9,1,2018-05-18 05:05:33,1
Case No. 9,8,2018-05-18 05:21:07,2
Case No. 9,6,2018-05-18 05:21:16,0
Case No. 9,3,2018-05-18 05:38:12,0
Case No. 9,32,2018-05-18 05:53:57,1
Case No. 9,2,2018-05-18 06:05:43,1
Case No. 9,4,2018-05-18 06:55:46,0
Case No. 9,1,2018-05-18 07:20:47,0
Case No. 9,5,2018-05-18 07:25:59,1
Case No. 9,6,2018-05-18 07:48:30,0
Case No. 9,7,2018-05-18 08:05:59,0
Case No. 10,9,2018-05-18 04:35:47,0
Case No. 10,10,2018-05-18 05:15:10,0
Case No. 10,11,2018-05-18 05:36:19,0
Case No. 10,12,2018-05-18 05:48:45,0
Case No. 10,13,2018-05-18 06:02:28,0
Case No. 10,14,2018-05-18 06:30:57,0
Case No. 10,7,2018-05-18 06:36:48,4
Case No. 10,16,2018-05-18 06:43:44,2
Case No. 10,7,2018-05-18 06:46:09,0
Case No. 10,7,2018-05-18 07:01:13,0
Case No. 10,16,2018-05-18 07:37:44,0
Case No. 10,7,2018-05-18 07:56:58,0
Case No. 11,33,2018-05-18 04:15:34,0
Case No. 11,34,2018-05-18 04:30:25,0
Case No. 11,35,2018-05-18 04:44:50,0
Case No. 11,36,2018-05-18 05:06:44,0
Case No. 11,37,2018-05-18 05:54:10,0
Case No. 11,38,2018-05-18 06:02:23,0
Case No. 11,39,2018-05-18 06:13:23,1
Case No. 11,39,2018-05-18 06:14:07,0
Case No. 11,40,2018-05-18 06:45:26,2
Case No. 11,39,2018-05-18 06:58:38,3
Case No. 11,39,2018-05-18 07:13:50,0
Case No. 11,40,2018-05-18 07:20:01,0
Case No. 12,24,2018-05-18 04:12:07,0
Case No. 12,25,2018-05-18 04:38:58,0
Case No. 12,26,2018-05-18 05:26:54,0
Case No. 12,27,2018-05-18 05:50:53,0
Case No. 12,28,2018-05-18 05:59:39,0
Case No. 12,29,2018-05-18 06:09:28,0
Case No. 12,7,2018-05-18 06:16:38,3
Case No. 12,7,2018-05-18 06:58:11,3
Case No. 12,31,2018-05-18 07:15:52,0
Case No. 12,7,2018-05-18 07:31:37,0
Case No. 12,31,2018-05-18 07:33:15,0
Case No. 12,7,2018-05-18 07:37:14,0
Case No. 13,0,2018-05-18 08:05:17,0
Case No. 13,1,2018-05-18 08:53:07,0
Case No. 13,2,2018-05-18 08:59:27,0
Case No. 13,3,2018-05-18 09:04:47,0
Case No. 13,4,2018-05-18 09:06:08,0
Case No. 13,5,2018-05-18 09:07:19,0
Case No. 13,6,2018-05-18 09:16:39,1
Case No. 13,6,2018-05-18 09:45:47,0
Case No. 13,8,2018-05-18 10:25:43,0
Case No. 13,8,2018-05-18 10:30:14,2
Case No. 13,7,2018-05-18 10:52:41,0
Case No. 13,7,2018-05-18 11:25:06,0
Case No. 14,33,2018-05-18 04:35:03,0
Case No. 14,34,2018-05-18 04:57:27,0
Case No. 14,35,2018-05-18 05:06:24,0
Case No. 14,36,2018-05-18 05:18:13,0
Case No. 14,37,2018-05-18 05:26:11,0
Case No. 14,38,2018-05-18 05:42:13,0
Case No. 14,40,2018-05-18 06:19:30,3
Case No. 14,39,2018-05-18 06:41:06,0
Case No. 14,40,2018-05-18 06:59:47,2
Case No. 14,39,2018-05-18 07:17:33,1
Case No. 14,39,2018-05-18 07:33:04,0
Case No. 14,40,2018-05-18 07:33:16,0
Case No. 15,9,2018-05-18 08:28:49,0
Case No. 15,10,2018-05-18 08:52:09,0
Case No. 15,11,2018-05-18 09:03:17,0
Case No. 15,12,2018-05-18 09:13:38,0
Case No. 15,13,2018-05-18 09:15:16,0
Case No. 15,14,2018-05-18 09:21:51,0
Case No. 15,6,2018-05-18 09:24:58,1
Case No. 15,41,2018-05-18 09:52:00,2
Case No. 15,6,2018-05-18 10:04:16,0
Case No. 15,41,2018-05-18 10:40:20,1
Case No. 15,15,2018-05-18 11:05:19,0
Case No. 15,15,2018-05-18 11:12:23,0
Case No. 16,17,2018-05-18 04:22:28,0
Case No. 16,18,2018-05-18 04:33:00,0
Case No. 16,19,2018-05-18 05:58:50,0
Case No. 16,20,2018-05-18 06:16:53,0
Case No. 16,21,2018-05-18 06:32:16,0
Case No. 16,22,2018-05-18 07:30:12,0
Case No. 16,7,2018-05-18 07:33:20,4
Case No. 16,7,2018-05-18 07:35:18,3
Case No. 16,23,2018-05-18 07:41:50,3
Case No. 16,23,2018-05-18 07:42:53,0
Case No. 16,23,2018-05-18 07:45:05,0
Case No. 16,7,2018-05-18 07:46:49,0
Case No. 17,17,2018-05-18 08:38:17,0
Case No. 17,18,2018-05-18 09:11:01,0
Case No. 17,19,2018-05-18 09:15:21,0
Case No. 17,20,2018-05-18 09:39:54,0
Case No. 17,21,2018-05-18 10:05:50,0
Case No. 17,22,2018-05-18 10:17:56,0
Case No. 17,6,2018-05-18 10:25:29,1
Case No. 17,6,2018-05-18 10:36:15,1
Case No. 17,23,2018-05-18 10:49:50,0
Case No. 17,42,2018-05-18 11:00:49,0
Case No. 17,42,2018-05-18 11:34:22,0
Case No. 17,42,2018-05-18 11:44:51,0
Case No. 18,0,2018-05-18 08:28:27,0
Case No. 18,1,2018-05-18 08:31:33,0
Case No. 18,2,2018-05-18 08:44:35,0
Case No. 18,3,2018-05-18 09:32:11,0
Case No. 18,4,2018-05-18 09:34:01,0
Case No. 18,5,2018-05-18 09:37:40,0
Case No. 18,7,2018-05-18 10:33:22,3
Case No. 18,6,2018-05-18 10:51:09,0
Case No. 18,8,2018-05-18 10:51:26,0
Case No. 18,8,2018-05-18 11:28:20,2
Case No. 18,7,2018-05-18 11:32:50,0
Case No. 18,7,2018-05-18 12:01:28,0
Case No. 19,9,2018-05-18 04:16:44,1
Case No. 19,10,2018-05-18 04:39:58,1
Case No. 19,10,2018-05-18 05:08:53,0
Case No. 19,11,2018-05-18 05:14:27,0
Case No. 19,16,2018-05-18 05:44:07,0
Case No. 19,12,2018-05-18 05:49:48,0
Case No. 19,13,2018-05-18 06:10:59,0
Case No. 19,14,2018-05-18 06:13:37,0
Case No. 19,41,2018-05-18 06:25:13,1
Case No. 19,11,2018-05-18 06:36:53,0
Case No. 19,16,2018-05-18 07:32:26,0
Case No. 19,15,2018-05-18 07:39:39,0
Case No. 20,24,2018-05-18 04:14:25,0
Case No. 20,25,2018-05-18 04:45:19,0
Case No. 20,26,2018-05-18 04:56:16,0
Case No. 20,27,2018-05-18 04:59:22,0
Case No. 20,28,2018-05-18 05:06:02,0
Case No. 20,29,2018-05-18 05:14:51,0
Case No. 20,7,2018-05-18 06:14:01,4
Case No. 20,7,2018-05-18 06:56:21,3
Case No. 20,31,2018-05-18 07:11:46,0
Case No. 20,7,2018-05-18 07:18:56,0
Case No. 20,31,2018-05-18 08:01:12,0
Case No. 20,7,2018-05-18 08:08:12,0
Case No. 21,24,2018-05-18 08:13:15,0
Case No. 21,25,2018-05-18 08:13:57,0
Case No. 21,26,2018-05-18 08:28:53,0
Case No. 21,27,2018-05-18 08:44:42,0
Case No. 21,28,2018-05-18 08:49:59,0
Case No. 21,29,2018-05-18 09:08:35,0
Case No. 21,6,2018-05-18 09:44:22,1
Case No. 21,31,2018-05-18 10:06:21,4
Case No. 21,31,2018-05-18 11:06:34,3
Case No. 21,31,2018-05-18 11:32:27,3
Case No. 21,30,2018-05-18 11:54:27,0
Case No. 21,31,2018-05-18 12:01:47,2
Case No. 22,9,2018-05-18 08:20:39,0
Case No. 22,10,2018-05-18 08:42:08,0
Case No. 22,11,2018-05-18 09:10:20,0
Case No. 22,12,2018-05-18 10:23:02,0
Case No. 22,13,2018-05-18 10:29:35,0
Case No. 22,14,2018-05-18 10:40:01,0
Case No. 22,7,2018-05-18 10:48:32,3
Case No. 22,7,2018-05-18 11:12:18,0
Case No. 22,7,2018-05-18 11:32:59,0
Case No. 22,7,2018-05-18 11:34:56,0
Case No. 22,16,2018-05-18 11:40:29,0
Case No. 22,7,2018-05-18 12:01:38,0
Case No. 23,33,2018-05-18 08:23:33,0
Case No. 23,34,2018-05-18 08:24:04,0
Case No. 23,35,2018-05-18 08:50:25,0
Case No. 23,36,2018-05-18 09:16:33,0
Case No. 23,37,2018-05-18 09:21:45,0
Case No. 23,38,2018-05-18 10:06:15,0
Case No. 23,39,2018-05-18 10:07:18,1
Case No. 23,40,2018-05-18 11:08:28,1
Case No. 23,40,2018-05-18 11:13:39,0
Case No. 23,43,2018-05-18 11:24:31,1
Case No. 23,40,2018-05-18 11:43:19,1
Case No. 23,40,2018-05-18 11:46:17,0
Case No. 24,17,2018-05-18 08:57:48,0
Case No. 24,18,2018-05-18 09:27:39,0
Case No. 24,19,2018-05-18 09:46:40,0
Case No. 24,20,2018-05-18 09:48:06,0
Case No. 24,21,2018-05-18 10:01:09,0
Case No. 24,22,2018-05-18 10:04:58,0
Case No. 24,7,2018-05-18 10:38:14,3
Case No. 24,7,2018-05-18 11:16:50,2
Case No. 24,23,2018-05-18 11:21:29,3
Case No. 24,42,2018-05-18 11:23:15,0
Case No. 24,7,2018-05-18 11:27:03,0
Case No. 24,7,2018-05-18 11:47:52,0
Case No. 25,0,2018-05-18 13:06:35,0
Case No. 25,1,2018-05-18 13:24:38,0
Case No. 25,2,2018-05-18 13:24:58,0
Case No. 25,3,2018-05-18 13:33:07,0
Case No. 25,4,2018-05-18 13:35:31,0
Case No. 25,5,2018-05-18 13:45:03,0
Case No. 25,6,2018-05-18 13:50:32,1
Case No. 25,8,2018-05-18 13:51:58,0
Case No. 25,8,2018-05-18 13:58:30,1
Case No. 25,7,2018-05-18 14:35:41,0
Case No. 25,7,2018-05-18 14:39:10,0
Case No. 25,7,2018-05-18 15:51:01,0
Case No. 26,33,2018-05-18 04:35:24,0
Case No. 26,34,2018-05-18 05:01:58,0
Case No. 26,35,2018-05-18 05:43:20,0
Case No. 26,36,2018-05-18 06:03:51,0
Case No. 26,37,2018-05-18 06:16:19,0
Case No. 26,38,2018-05-18 06:22:18,0
Case No. 26,7,2018-05-18 06:38:27,4
Case No. 26,7,2018-05-18 07:00:57,2
Case No. 26,40,2018-05-18 07:02:17,3
Case No. 26,40,2018-05-18 07:31:52,0
Case No. 26,39,2018-05-18 08:08:07,0
Case No. 26,7,2018-05-18 08:09:11,0
Case No. 27,9,2018-05-18 12:18:46,0
Case No. 27,10,2018-05-18 12:36:37,0
Case No. 27,11,2018-05-18 13:03:20,0
Case No. 27,12,2018-05-18 13:04:17,0
Case No. 27,13,2018-05-18 13:13:52,0
Case No. 27,14,2018-05-18 13:42:48,0
Case No. 27,6,2018-05-18 13:54:52,1
Case No. 27,15,2018-05-18 14:04:36,0
Case No. 27,41,2018-05-18 14:33:17,0
Case No. 27,15,2018-05-18 15:21:00,0
Case No. 27,15,2018-05-18 15:31:12,0
Case No. 27,15,2018-05-18 15:33:47,0
Case No. 28,24,2018-05-18 08:32:59,0
Case No. 28,25,2018-05-18 08:58:27,0
Case No. 28,26,2018-05-18 09:21:47,0
Case No. 28,27,2018-05-18 09:41:57,0
Case No. 28,28,2018-05-18 09:55:52,0
Case No. 28,29,2018-05-18 10:02:26,0
Case No. 28,7,2018-05-18 10:34:02,3
Case No. 28,7,2018-05-18 11:43:53,3
Case No. 28,31,2018-05-18 11:46:03,3
Case No. 28,7,2018-05-18 11:46:50,0
Case No. 28,44,2018-05-18 12:00:45,0
Case No. 28,7,2018-05-18 12:01:58,0
Case No. 29,17,2018-05-18 04:12:24,1
Case No. 29,18,2018-05-18 04:18:50,1
Case No. 29,18,2018-05-18 04:51:05,0
Case No. 29,23,2018-05-18 05:49:39,0
Case No. 29,21,2018-05-18 05:58:04,3
Case No. 29,23,2018-05-18 06:04:36,0
Case No. 29,20,2018-05-18 06:11:26,3
Case No. 29,22,2018-05-18 06:21:03,0
Case No. 29,19,2018-05-18 06:58:03,0
Case No. 29,45,2018-05-18 07:21:12,1
Case No. 29,19,2018-05-18 07:28:53,0
Case No. 29,42,2018-05-18 08:05:42,0
Case No. 30,0,2018-05-18 08:16:39,0
Case No. 30,1,2018-05-18 08:29:31,0
Case No. 30,2,2018-05-18 09:08:00,0
Case No. 30,3,2018-05-18 09:26:40,0
Case No. 30,4,2018-05-18 09:36:54,0
Case No. 30,5,2018-05-18 09:51:43,0
Case No. 30,7,2018-05-18 10:11:24,4
Case No. 30,6,2018-05-18 10:21:40,0
Case No. 30,8,2018-05-18 10:22:22,0
Case No. 30,8,2018-05-18 10:36:49,2
Case No. 30,7,2018-05-18 11:31:01,0
Case No. 30,7,2018-05-18 11:57:51,0
Case No. 31,17,2018-05-18 12:10:38,0
Case No. 31,18,2018-05-18 12:14:51,0
Case No. 31,19,2018-05-18 12:59:34,0
Case No. 31,20,2018-05-18 13:34:39,0
Case No. 31,21,2018-05-18 13:38:41,0
Case No. 31,22,2018-05-18 13:47:28,0
Case No. 31,6,2018-05-18 14:24:13,1
Case No. 31,42,2018-05-18 15:08:00,0
Case No. 31,23,2018-05-18 15:45:59,0
Case No. 31,42,2018-05-18 15:52:53,3
Case No. 31,23,2018-05-18 15:58:05,2
Case No. 31,42,2018-05-18 16:01:27,0
Case No. 32,33,2018-05-18 08:22:41,0
Case No. 32,34,2018-05-18 08:52:21,0
Case No. 32,35,2018-05-18 09:07:37,0
Case No. 32,36,2018-05-18 09:13:13,0
Case No. 32,37,2018-05-18 09:13:47,0
Case No. 32,38,2018-05-18 09:32:44,0
Case No. 32,40,2018-05-18 09:36:15,3
Case No. 32,40,2018-05-18 10:52:32,1
Case No. 32,40,2018-05-18 11:01:48,0
Case No. 32,43,2018-05-18 11:11:30,1
Case No. 32,40,2018-05-18 11:15:05,1
Case No. 32,40,2018-05-18 11:21:10,0
Case No. 33,24,2018-05-18 12:26:33,0
Case No. 33,25,2018-05-18 12:31:39,0
Case No. 33,26,2018-05-18 12:46:56,0
Case No. 33,27,2018-05-18 12:52:18,0
Case No. 33,28,2018-05-18 13:14:35,0
Case No. 33,29,2018-05-18 13:44:44,0
Case No. 33,6,2018-05-18 13:47:36,1
Case No. 33,31,2018-05-18 14:45:23,1
Case No. 33,31,2018-05-18 14:46:47,3
Case No. 33,31,2018-05-18 14:57:30,0
Case No. 33,31,2018-05-18 15:07:52,0
Case No. 33,44,2018-05-18 15:53:16,0
Case No. 34,0,2018-05-18 12:46:25,0
Case No. 34,1,2018-05-18 13:07:45,0
Case No. 34,2,2018-05-18 13:17:16,0
Case No. 34,3,2018-05-18 13:34:39,0
Case No. 34,4,2018-05-18 14:40:06,0
Case No. 34,5,2018-05-18 14:42:47,0
Case No. 34,7,2018-05-18 15:10:25,3
Case No. 34,8,2018-05-18 15:50:47,0
Case No. 34,8,2018-05-18 15:55:27,0
Case No. 34,7,2018-05-18 15:59:41,0
Case No. 34,7,2018-05-18 16:05:35,0
Case No. 34,7,2018-05-18 16:06:31,0
Case No. 35,33,2018-05-18 12:17:35,0
Case No. 35,34,2018-05-18 12:21:55,0
Case No. 35,35,2018-05-18 12:37:31,0
Case No. 35,36,2018-05-18 13:03:57,0
Case No. 35,37,2018-05-18 13:40:25,0
Case No. 35,38,2018-05-18 13:45:52,0
Case No. 35,39,2018-05-18 13:48:59,1
Case No. 35,40,2018-05-18 14:05:29,3
Case No. 35,40,2018-05-18 14:06:41,0
Case No. 35,40,2018-05-18 14:56:21,0
Case No. 35,40,2018-05-18 15:01:55,0
Case No. 35,40,2018-05-18 15:51:21,4
Case No. 36,9,2018-05-18 08:09:22,0
Case No. 36,10,2018-05-18 08:33:12,0
Case No. 36,11,2018-05-18 09:35:02,0
Case No. 36,12,2018-05-18 09:35:11,0
Case No. 36,13,2018-05-18 10:10:16,0
Case No. 36,14,2018-05-18 10:15:15,0
Case No. 36,7,2018-05-18 10:57:22,4
Case No. 36,7,2018-05-18 11:08:59,0
Case No. 36,7,2018-05-18 11:33:17,0
Case No. 36,7,2018-05-18 11:36:38,0
Case No. 36,16,2018-05-18 11:43:36,0
Case No. 36,7,2018-05-18 11:51:31,0
Case No. 37,0,2018-05-18 16:46:27,0
Case No. 37,1,2018-05-18 17:10:00,0
Case No. 37,2,2018-05-18 17:26:23,0
Case No. 37,3,2018-05-18 17:41:53,0
Case No. 37,4,2018-05-18 18:31:04,0
Case No. 37,5,2018-05-18 18:55:59,0
Case No. 37,6,2018-05-18 19:39:10,1
Case No. 37,7,2018-05-18 19:40:15,0
Case No. 37,7,2018-05-18 19:46:03,0
Case No. 37,7,2018-05-18 19:48:33,3
Case No. 37,7,2018-05-18 19:56:16,0
Case No. 37,7,2018-05-18 19:57:50,0
Case No. 38,9,2018-05-18 12:23:00,0
Case No. 38,10,2018-05-18 12:38:34,0
Case No. 38,11,2018-05-18 12:53:06,0
Case No. 38,12,2018-05-18 13:03:38,0
Case No. 38,13,2018-05-18 13:06:00,0
Case No. 38,14,2018-05-18 13:06:04,0
Case No. 38,7,2018-05-18 13:33:31,3
Case No. 38,7,2018-05-18 14:05:05,0
Case No. 38,7,2018-05-18 14:20:54,0
Case No. 38,41,2018-05-18 14:45:29,0
Case No. 38,7,2018-05-18 15:22:13,0
Case No. 38,7,2018-05-18 15:28:49,0
Case No. 39,24,2018-05-18 04:12:05,1
Case No. 39,25,2018-05-18 04:25:12,1
