CaseID,ActivityID,CompleteTimestamp,Resource
Case No. 1,0,2018-05-11 21:57:34,0
Case No. 1,0,2018-05-11 21:57:34,0
Case No. 1,1,2018-05-11 22:07:43,1
Case No. 1,2,2018-05-11 22:25:57,1
Case No. 1,3,2018-05-11 22:42:13,1
Case No. 1,2,2018-05-11 22:51:40,2
Case No. 1,2,2018-05-11 23:38:18,3
Case No. 1,4,2018-05-11 23:45:13,2
Case No. 1,5,2018-05-11 23:46:14,2
Case No. 1,6,2018-05-12 00:05:53,0
Case No. 1,7,2018-05-12 00:42:02,0
Case No. 1,8,2018-05-12 01:17:13,1
Case No. 1,9,2018-05-12 01:19:05,2
Case No. 2,0,2018-05-11 22:05:48,1
Case No. 2,2,2018-05-11 22:15:27,2
Case No. 2,4,2018-05-11 22:45:04,2
Case No. 2,1,2018-05-11 23:21:16,2
Case No. 2,5,2018-05-12 00:08:42,2
Case No. 2,6,2018-05-12 00:10:15,2
Case No. 2,7,2018-05-12 00:12:46,2
Case No. 2,9,2018-05-12 00:20:23,2
Case No. 2,3,2018-05-12 00:33:27,0
Case No. 2,4,2018-05-12 00:52:27,2
Case No. 2,8,2018-05-12 01:11:46,2
Case No. 2,8,2018-05-12 01:29:18,0
Case No. 3,0,2018-05-12 02:12:40,0
Case No. 3,4,2018-05-12 02:19:31,0
Case No. 3,2,2018-05-12 02:31:27,0
Case No. 3,5,2018-05-12 02:39:53,0
Case No. 3,3,2018-05-12 02:55:05,1
Case No. 3,1,2018-05-12 03:14:04,2
Case No. 3,7,2018-05-12 03:40:35,0
Case No. 3,8,2018-05-12 04:28:35,1
Case No. 3,6,2018-05-12 04:32:31,2
Case No. 3,7,2018-05-12 04:35:29,0
Case No. 3,8,2018-05-12 05:06:55,1
Case No. 3,9,2018-05-12 05:10:55,2
Case No. 4,0,2018-05-12 02:14:07,0
Case No. 4,4,2018-05-12 02:41:18,1
Case No. 4,2,2018-05-12 02:47:23,0
Case No. 4,1,2018-05-12 03:31:46,3
Case No. 4,5,2018-05-12 03:55:29,2
Case No. 4,8,2018-05-12 04:18:31,2
Case No. 4,9,2018-05-12 04:22:02,0
Case No. 4,4,2018-05-12 04:24:22,0
Case No. 4,6,2018-05-12 04:24:57,2
Case No. 4,7,2018-05-12 04:29:31,0
Case No. 4,3,2018-05-12 04:54:36,0
Case No. 4,7,2018-05-12 04:57:08,0
Case No. 5,0,2018-05-12 06:27:02,1
Case No. 5,7,2018-05-12 06:48:41,0
Case No. 5,4,2018-05-12 06:57:00,2
Case No. 5,2,2018-05-12 07:14:38,2
Case No. 5,1,2018-05-12 08:15:47,1
Case No. 5,3,2018-05-12 08:40:03,2
Case No. 5,5,2018-05-12 08:53:29,0
Case No. 5,6,2018-05-12 09:04:56,1
Case No. 5,7,2018-05-12 09:05:24,0
Case No. 5,8,2018-05-12 09:12:38,1
Case No. 5,9,2018-05-12 09:34:59,2
Case No. 5,2,2018-05-12 09:42:15,0
Case No. 6,0,2018-05-11 22:01:32,0
Case No. 6,2,2018-05-11 22:13:22,3
Case No. 6,4,2018-05-11 22:40:05,1
Case No. 6,5,2018-05-11 23:43:29,0
Case No. 6,1,2018-05-11 23:44:52,1
Case No. 6,9,2018-05-12 00:20:27,0
Case No. 6,8,2018-05-12 00:22:02,0
Case No. 6,8,2018-05-12 00:49:35,0
Case No. 6,2,2018-05-12 01:03:55,0
Case No. 6,6,2018-05-12 01:16:59,4
Case No. 6,7,2018-05-12 01:18:58,4
Case No. 6,3,2018-05-12 01:39:54,3
Case No. 7,0,2018-05-12 10:21:44,0
Case No. 7,4,2018-05-12 10:32:12,0
Case No. 7,2,2018-05-12 10:35:06,0
Case No. 7,5,2018-05-12 10:36:02,0
Case No. 7,6,2018-05-12 10:44:25,1
Case No. 7,7,2018-05-12 11:44:41,1
Case No. 7,3,2018-05-12 12:04:57,2
Case No. 7,4,2018-05-12 12:14:22,3
Case No. 7,1,2018-05-12 12:18:39,0
Case No. 7,8,2018-05-12 12:27:11,0
Case No. 7,8,2018-05-12 13:27:35,1
Case No. 7,9,2018-05-12 13:43:40,2
Case No. 8,0,2018-05-12 05:48:44,0
Case No. 8,4,2018-05-12 06:53:57,1
Case No. 8,2,2018-05-12 07:07:37,0
Case No. 8,5,2018-05-12 08:12:25,0
Case No. 8,1,2018-05-12 08:15:35,2
Case No. 8,6,2018-05-12 08:23:50,2
Case No. 8,7,2018-05-12 08:31:46,0
Case No. 8,3,2018-05-12 09:01:53,0
Case No. 8,8,2018-05-12 09:05:42,0
Case No. 8,9,2018-05-12 09:27:50,0
Case No. 8,8,2018-05-12 09:32:07,0
Case No. 8,8,2018-05-12 09:32:56,0
Case No. 9,0,2018-05-11 23:04:39,0
Case No. 9,2,2018-05-11 23:26:28,1
Case No. 9,2,2018-05-11 23:43:23,1
Case No. 9,5,2018-05-11 23:45:22,1
Case No. 9,7,2018-05-12 00:10:56,1
Case No. 9,4,2018-05-12 00:12:10,0
Case No. 9,7,2018-05-12 00:25:09,0
Case No. 9,4,2018-05-12 00:46:58,0
Case No. 9,8,2018-05-12 01:00:31,0
Case No. 9,1,2018-05-12 01:04:08,0
Case No. 9,9,2018-05-12 01:21:57,4
Case No. 9,6,2018-05-12 01:47:58,0
Case No. 10,0,2018-05-12 02:04:57,0
Case No. 10,2,2018-05-12 02:26:13,0
Case No. 10,1,2018-05-12 02:52:40,0
Case No. 10,4,2018-05-12 02:57:53,4
Case No. 10,5,2018-05-12 03:00:19,4
Case No. 10,8,2018-05-12 03:09:09,0
Case No. 10,8,2018-05-12 03:44:41,3
Case No. 10,9,2018-05-12 03:51:44,0
Case No. 10,6,2018-05-12 03:56:34,4
Case No. 10,7,2018-05-12 04:32:49,4
Case No. 10,3,2018-05-12 05:00:56,3
Case No. 10,7,2018-05-12 05:48:06,3
Case No. 11,0,2018-05-12 14:08:45,0
Case No. 11,1,2018-05-12 14:33:13,0
Case No. 11,4,2018-05-12 14:57:14,0
Case No. 11,2,2018-05-12 15:02:07,0
Case No. 11,5,2018-05-12 15:05:48,0
Case No. 11,8,2018-05-12 15:09:37,1
Case No. 11,9,2018-05-12 15:11:27,2
Case No. 11,7,2018-05-12 15:12:44,0
Case No. 11,6,2018-05-12 15:15:30,0
Case No. 11,7,2018-05-12 16:03:09,0
Case No. 11,3,2018-05-12 16:42:17,0
Case No. 11,7,2018-05-12 17:15:11,0
Case No. 12,0,2018-05-12 10:04:16,0
Case No. 12,2,2018-05-12 10:14:21,0
Case No. 12,4,2018-05-12 10:25:11,0
Case No. 12,5,2018-05-12 10:26:48,0
Case No. 12,1,2018-05-12 11:17:39,0
Case No. 12,9,2018-05-12 11:30:41,0
Case No. 12,8,2018-05-12 11:31:13,2
Case No. 12,8,2018-05-12 12:29:35,0
Case No. 12,6,2018-05-12 12:34:46,2
Case No. 12,7,2018-05-12 13:04:36,0
Case No. 12,7,2018-05-12 13:10:27,0
Case No. 12,3,2018-05-12 13:15:07,0
Case No. 13,0,2018-05-12 18:01:22,0
Case No. 13,4,2018-05-12 18:18:52,3
Case No. 13,2,2018-05-12 18:35:38,0
Case No. 13,1,2018-05-12 18:39:21,0
Case No. 13,5,2018-05-12 19:18:59,0
Case No. 13,8,2018-05-12 19:26:14,1
Case No. 13,9,2018-05-12 19:26:43,2
Case No. 13,2,2018-05-12 19:29:20,0
Case No. 13,6,2018-05-12 19:32:25,0
Case No. 13,7,2018-05-12 20:24:30,0
Case No. 13,3,2018-05-12 20:50:14,0
Case No. 13,8,2018-05-12 21:36:59,0
Case No. 14,0,2018-05-12 14:13:30,0
Case No. 14,4,2018-05-12 14:24:24,0
Case No. 14,2,2018-05-12 15:05:55,1
Case No. 14,1,2018-05-12 15:12:59,0
Case No. 14,5,2018-05-12 16:19:46,0
Case No. 14,6,2018-05-12 16:23:55,2
Case No. 14,7,2018-05-12 16:28:32,0
Case No. 14,8,2018-05-12 17:30:00,0
Case No. 14,7,2018-05-12 17:32:49,0
Case No. 14,8,2018-05-12 17:44:15,0
Case No. 14,9,2018-05-12 17:44:41,0
Case No. 14,3,2018-05-12 17:48:21,0
Case No. 15,0,2018-05-12 22:13:39,0
Case No. 15,4,2018-05-12 22:17:16,0
Case No. 15,2,2018-05-12 22:32:52,2
Case No. 15,5,2018-05-12 23:03:03,0
Case No. 15,1,2018-05-12 23:07:52,0
Case No. 15,8,2018-05-12 23:08:50,1
Case No. 15,9,2018-05-12 23:59:01,2
Case No. 15,7,2018-05-13 00:58:43,0
Case No. 15,6,2018-05-13 01:21:04,0
Case No. 15,7,2018-05-13 01:22:28,0
Case No. 15,8,2018-05-13 01:23:09,0
Case No. 15,7,2018-05-13 01:25:57,0
Case No. 16,0,2018-05-12 06:25:19,0
Case No. 16,4,2018-05-12 07:36:37,0
Case No. 16,2,2018-05-12 07:46:40,3
Case No. 16,1,2018-05-12 08:03:39,1
Case No. 16,5,2018-05-12 08:04:51,0
Case No. 16,6,2018-05-12 08:24:54,4
Case No. 16,7,2018-05-12 08:37:03,0
Case No. 16,8,2018-05-12 08:45:48,3
Case No. 16,8,2018-05-12 08:57:42,0
Case No. 16,3,2018-05-12 09:07:37,3
Case No. 16,8,2018-05-12 09:09:30,0
Case No. 16,9,2018-05-12 09:20:10,0
Case No. 17,0,2018-05-13 01:53:21,0
Case No. 17,2,2018-05-13 02:02:30,0
Case No. 17,4,2018-05-13 02:25:59,0
Case No. 17,5,2018-05-13 02:28:10,0
Case No. 17,1,2018-05-13 02:35:13,0
Case No. 17,8,2018-05-13 03:08:35,1
Case No. 17,9,2018-05-13 03:14:37,2
Case No. 17,8,2018-05-13 03:33:32,0
Case No. 17,6,2018-05-13 03:35:37,0
Case No. 17,7,2018-05-13 04:07:31,0
Case No. 17,8,2018-05-13 04:56:46,0
Case No. 17,7,2018-05-13 05:11:23,0
Case No. 18,0,2018-05-12 17:54:48,0
Case No. 18,1,2018-05-12 18:05:42,0
Case No. 18,4,2018-05-12 18:09:36,0
Case No. 18,2,2018-05-12 18:29:28,0
Case No. 18,5,2018-05-12 18:59:45,0
Case No. 18,6,2018-05-12 19:01:33,2
Case No. 18,7,2018-05-12 19:06:18,1
Case No. 18,3,2018-05-12 19:24:08,0
Case No. 18,9,2018-05-12 19:41:48,0
Case No. 18,4,2018-05-12 20:26:23,0
Case No. 18,8,2018-05-12 21:13:09,0
Case No. 18,8,2018-05-12 21:34:27,0
Case No. 19,0,2018-05-12 02:02:06,0
Case No. 19,2,2018-05-12 02:13:00,0
Case No. 19,5,2018-05-12 02:28:33,4
Case No. 19,3,2018-05-12 03:12:03,1
Case No. 19,7,2018-05-12 03:38:55,1
Case No. 19,4,2018-05-12 04:17:41,0
Case No. 19,8,2018-05-12 04:20:13,3
Case No. 19,3,2018-05-12 04:24:38,0
Case No. 19,1,2018-05-12 04:28:12,0
Case No. 19,9,2018-05-12 04:58:56,0
Case No. 19,4,2018-05-12 05:48:10,0
Case No. 19,6,2018-05-12 05:52:13,0
Case No. 20,0,2018-05-12 10:24:21,0
Case No. 20,4,2018-05-12 10:42:30,0
Case No. 20,2,2018-05-12 11:10:38,0
Case No. 20,5,2018-05-12 11:15:49,0
Case No. 20,1,2018-05-12 11:50:06,0
Case No. 20,6,2018-05-12 11:59:02,4
Case No. 20,7,2018-05-12 12:13:09,0
Case No. 20,3,2018-05-12 12:13:35,3
Case No. 20,7,2018-05-12 12:22:37,0
Case No. 20,9,2018-05-12 12:23:43,0
Case No. 20,8,2018-05-12 13:04:26,0
Case No. 20,8,2018-05-12 13:40:20,0
Case No. 21,0,2018-05-13 05:48:03,0
Case No. 21,2,2018-05-13 05:48:14,0
Case No. 21,4,2018-05-13 07:16:30,0
Case No. 21,5,2018-05-13 07:19:03,0
Case No. 21,1,2018-05-13 07:22:21,0
Case No. 21,8,2018-05-13 07:48:09,1
Case No. 21,9,2018-05-13 08:14:01,2
Case No. 21,7,2018-05-13 08:26:06,0
Case No. 21,6,2018-05-13 08:40:26,0
Case No. 21,7,2018-05-13 08:42:49,0
Case No. 21,7,2018-05-13 09:34:29,0
Case No. 21,7,2018-05-13 09:40:24,0
Case No. 22,0,2018-05-12 22:06:24,1
Case No. 22,1,2018-05-12 22:07:46,0
Case No. 22,4,2018-05-12 22:20:10,3
Case No. 22,2,2018-05-12 22:46:39,0
Case No. 22,5,2018-05-12 23:26:24,0
Case No. 22,6,2018-05-12 23:45:37,2
Case No. 22,7,2018-05-12 23:53:02,1
Case No. 22,8,2018-05-13 01:05:08,0
Case No. 22,9,2018-05-13 01:06:33,1
Case No. 22,3,2018-05-13 01:16:44,0
Case No. 22,2,2018-05-13 01:32:16,0
Case No. 22,2,2018-05-13 01:42:11,1
Case No. 23,0,2018-05-13 09:50:21,3
Case No. 23,2,2018-05-13 09:53:00,0
Case No. 23,4,2018-05-13 10:46:02,0
Case No. 23,5,2018-05-13 11:33:04,0
Case No. 23,1,2018-05-13 11:42:13,0
Case No. 23,8,2018-05-13 11:47:26,1
Case No. 23,9,2018-05-13 12:33:08,2
Case No. 23,7,2018-05-13 12:37:31,0
Case No. 23,6,2018-05-13 12:47:11,0
Case No. 23,7,2018-05-13 12:52:55,0
Case No. 23,7,2018-05-13 13:11:50,0
Case No. 23,7,2018-05-13 13:15:11,0
Case No. 24,0,2018-05-13 01:53:19,0
Case No. 24,2,2018-05-13 01:54:59,0
Case No. 24,4,2018-05-13 02:05:46,0
Case No. 24,5,2018-05-13 02:59:38,0
Case No. 24,1,2018-05-13 04:09:31,0
Case No. 24,6,2018-05-13 04:17:15,2
Case No. 24,7,2018-05-13 04:47:45,0
Case No. 24,3,2018-05-13 04:55:14,0
Case No. 24,9,2018-05-13 05:07:48,0
Case No. 24,8,2018-05-13 05:27:08,1
Case No. 24,8,2018-05-13 05:28:35,0
Case No. 24,7,2018-05-13 05:46:03,0
Case No. 25,0,2018-05-13 14:11:02,4
Case No. 25,2,2018-05-13 14:35:11,0
Case No. 25,4,2018-05-13 14:38:43,0
Case No. 25,5,2018-05-13 14:44:49,0
Case No. 25,1,2018-05-13 14:45:16,0
Case No. 25,8,2018-05-13 15:01:02,1
Case No. 25,9,2018-05-13 15:33:19,2
Case No. 25,7,2018-05-13 15:50:24,0
Case No. 25,6,2018-05-13 16:26:57,0
Case No. 25,7,2018-05-13 17:17:36,0
Case No. 25,7,2018-05-13 17:29:13,0
Case No. 25,7,2018-05-13 17:40:06,0
Case No. 26,0,2018-05-12 14:05:04,0
Case No. 26,1,2018-05-12 14:22:20,0
Case No. 26,2,2018-05-12 14:37:03,0
Case No. 26,4,2018-05-12 14:55:39,0
Case No. 26,5,2018-05-12 15:18:26,0
Case No. 26,6,2018-05-12 15:48:52,4
Case No. 26,7,2018-05-12 16:13:39,0
Case No. 26,3,2018-05-12 16:36:25,3
Case No. 26,9,2018-05-12 17:02:38,0
Case No. 26,8,2018-05-12 17:19:52,0
Case No. 26,7,2018-05-12 17:29:53,0
Case No. 26,8,2018-05-12 17:33:08,0
Case No. 27,0,2018-05-13 18:40:54,2
Case No. 27,2,2018-05-13 18:41:07,0
Case No. 27,4,2018-05-13 19:45:45,0
Case No. 27,5,2018-05-13 19:59:40,0
Case No. 27,1,2018-05-13 20:07:17,0
Case No. 27,8,2018-05-13 20:14:22,1
Case No. 27,9,2018-05-13 20:19:55,2
Case No. 27,7,2018-05-13 20:22:15,0
Case No. 27,6,2018-05-13 20:39:55,0
Case No. 27,7,2018-05-13 21:29:03,0
Case No. 27,7,2018-05-13 21:35:11,0
Case No. 27,7,2018-05-13 21:35:55,0
Case No. 28,0,2018-05-13 05:53:28,0
Case No. 28,2,2018-05-13 05:53:35,0
Case No. 28,4,2018-05-13 06:09:39,0
Case No. 28,5,2018-05-13 06:14:30,0
Case No. 28,1,2018-05-13 07:24:06,0
Case No. 28,6,2018-05-13 07:34:17,2
Case No. 28,7,2018-05-13 08:21:54,0
Case No. 28,3,2018-05-13 08:54:34,0
Case No. 28,9,2018-05-13 09:04:48,0
Case No. 28,7,2018-05-13 09:17:25,0
Case No. 28,7,2018-05-13 09:21:11,0
Case No. 28,8,2018-05-13 09:45:44,0
Case No. 29,0,2018-05-12 06:20:55,0
Case No. 29,2,2018-05-12 06:21:50,0
Case No. 29,5,2018-05-12 06:55:57,0
Case No. 29,7,2018-05-12 07:40:54,1
Case No. 29,4,2018-05-12 08:11:34,0
Case No. 29,6,2018-05-12 08:14:17,0
Case No. 29,8,2018-05-12 08:28:51,0
Case No. 29,1,2018-05-12 08:58:32,0
Case No. 29,3,2018-05-12 09:02:24,0
Case No. 29,9,2018-05-12 09:03:18,0
Case No. 29,3,2018-05-12 09:26:47,1
Case No. 29,2,2018-05-12 09:43:57,0
Case No. 30,0,2018-05-12 18:13:28,0
Case No. 30,1,2018-05-12 18:22:09,1
Case No. 30,4,2018-05-12 19:34:23,0
Case No. 30,2,2018-05-12 19:52:21,0
Case No. 30,5,2018-05-12 20:08:55,0
Case No. 30,6,2018-05-12 20:16:21,4
Case No. 30,7,2018-05-12 20:26:25,3
Case No. 30,8,2018-05-12 20:28:22,2
Case No. 30,3,2018-05-12 21:22:50,3
Case No. 30,8,2018-05-12 21:30:53,0
Case No. 30,9,2018-05-12 21:41:34,0
Case No. 30,8,2018-05-12 21:47:07,0
Case No. 31,0,2018-05-13 21:48:53,4
Case No. 31,2,2018-05-13 22:51:30,3
Case No. 31,4,2018-05-13 23:03:15,0
Case No. 31,5,2018-05-13 23:11:33,0
Case No. 31,1,2018-05-13 23:16:24,0
Case No. 31,8,2018-05-13 23:23:29,1
Case No. 31,9,2018-05-13 23:35:47,2
Case No. 31,7,2018-05-13 23:39:17,0
Case No. 31,6,2018-05-13 23:50:06,0
Case No. 31,7,2018-05-14 00:48:39,0
Case No. 31,7,2018-05-14 00:56:42,0
Case No. 31,7,2018-05-14 01:03:40,0
Case No. 32,0,2018-05-13 10:17:54,0
Case No. 32,4,2018-05-13 10:18:52,0
Case No. 32,2,2018-05-13 10:43:05,0
Case No. 32,5,2018-05-13 10:52:18,0
Case No. 32,1,2018-05-13 11:01:33,0
Case No. 32,6,2018-05-13 11:07:37,2
Case No. 32,7,2018-05-13 11:33:47,0
Case No. 32,3,2018-05-13 11:50:45,0
Case No. 32,9,2018-05-13 12:01:52,0
Case No. 32,8,2018-05-13 12:50:50,0
Case No. 32,7,2018-05-13 13:39:17,0
Case No. 32,7,2018-05-13 13:44:59,0
Case No. 33,0,2018-05-14 01:55:30,0
Case No. 33,2,2018-05-14 02:07:49,3
Case No. 33,4,2018-05-14 02:26:57,0
Case No. 33,5,2018-05-14 02:31:31,0
Case No. 33,1,2018-05-14 02:42:53,0
Case No. 33,8,2018-05-14 03:14:07,1
Case No. 33,9,2018-05-14 03:19:31,2
Case No. 33,7,2018-05-14 03:46:42,0
Case No. 33,6,2018-05-14 03:56:31,0
Case No. 33,7,2018-05-14 04:15:41,0
Case No. 33,7,2018-05-14 05:38:58,0
Case No. 33,7,2018-05-14 05:41:00,0
Case No. 34,0,2018-05-13 14:01:19,0
Case No. 34,2,2018-05-13 14:40:48,0
Case No. 34,4,2018-05-13 14:48:49,0
Case No. 34,5,2018-05-13 15:36:59,0
Case No. 34,1,2018-05-13 16:34:56,0
Case No. 34,6,2018-05-13 16:35:02,2
Case No. 34,7,2018-05-13 16:47:34,0
Case No. 34,3,2018-05-13 16:57:35,0
Case No. 34,9,2018-05-13 17:03:05,0
Case No. 34,7,2018-05-13 17:12:24,0
Case No. 34,7,2018-05-13 17:22:24,0
Case No. 34,7,2018-05-13 17:33:38,0
Case No. 35,0,2018-05-14 05:52:26,3
